State_Name,County_Name,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019,Land_Area,Population_Density,Wikipedia_URL,Wikipedia_ID,County_Coordinates,Area_Water,Area_Total,Time_Zones,Time_Zones_Summer_DST,Founded,Seat,Website,Congressional_Districts,Largest_Cities,Named_For,County,Largest_Township,Area_Codes,FIPS_Codes,Largest_Community,GNIS_Feature_IDs,Incorporated,Largest_Village,County_Seat,Parish,Regions,Government_Mayor,Elevation,Mottos,Government_Type,ZIP_Codes,Independent_City,Nicknames,Largest_Borough,Highest_Elevation,Designated,Government_Body,Boroughs,Demonyms,Established,Government_Commissioner,Metro_Area,Area_Independent_City,Shire_Town,State_Routes,Area_Rank,Interstates,Settled,U_S_Routes,Largest_Municipality,Waterways,Government_Vice_Mayor,Indiana_House_Of_Representatives_Districts,Largest_CDP,Airports,Area_Percentage,Area_Metro,City,Government_State_Senate,Public_Transit,Government_District_Attorney,Area_County,Area_Rank_Region,GDP,Indiana_Senate_Districts,Incorporated_As_Town,GDP_2018,Government_Council,Incorporated_As_City,CSA,Government_Manager,Government_President,Incorporated_Municipalities,County_Seat_And_Largest_City,Government_County_Board,ZIP_Code_Prefixes,Metro,Metropolitan_Area,Incorporated_Cities,Government_Board_President,Pre_Incorporation_County,Government_County_Administrator,Primary_Airport,Parish_Seat,Government_Supervisors,Formed,Government_Assembly_Members,Zip_Code,South_Shore_Line_Stations,Government_Executive,City_And_County,Amtrak_Stations,Southern_Portion_Summer_DST,West_Wendover,Lowest_Elevation,Government_US_House,Kenton_Unofficially,Nara_Visa_Unofficially,Northern_Portion_Summer_DST,Southern_Portion,Lowest_Elevation_At_Lake_Michigan,Consolidated,Organized,GDP_Per_Capita,Northern_Portion,West_Wendover_Summer_DST,ZIP,Nara_Visa_Unofficially_Summer_DST,Secondary_Airport,Commuter_Rail,Kenton_Unofficially_Summer_DST,Major_Airport,Elevation_Mean,Government_Chief_Executive_Officer,Founded_By,Government_State_Reps,Existed,Government_Governing_Body,Major_Waterways,Area_Land_CDP,South_Of_Salmon_River_Summer_DST,Abolished,GNIS_ID,Area_Consolidated_City_County,Government_Comptroller,Area_City,Most_Of_County,Type,Western_Portion_Summer_DST,Incorporated_Independent_City,Rapid_Transit,Area_Unified_Borough,Re_Organized,Nan_Summer_DST,Western_Part_Of_County_Summer_DST,Geocode,Government_US_Rep,Government_Delegate,Government_State_Assemblyman,Southern_Fifth,Southern_Fifth_Summer_DST,Government_President_Board_Of_Aldermen,Government_City_Attorney,Most_Of_County_Summer_DST,Eastern_Part_Of_County,Eastern_Portion_Summer_DST,Government_County_Council,Created,Eastern_Portion,Area_Urban,Western_Portion,Government_Virginia_Senate,Interstate_And_US_Routes,Government_Board_Of_County_Commissioners,Government_Administrative_Officer,Area_State_Capital_City_And_Borough,Primary,Highways_Freeways,Home_Rule_City,Largest_Settlement,Northwestern,Government_Houses_Of_Delegates,Named,Government_Alaska_House,Government_United_States_Representatives,Founded_Date,Area_Water_CDP,Borough_Seat,Government_Commissioner_Of_Revenue,U_S_And_State_Routes,Area_City_And_County,Dimensions_Width,Reference_No,Area_Urban_CDP,Government_US_Senate,Historic_Colony,Area_Borough,Northwestern_Summer_DST,American,Mission,Colonized,Districts,North_Of_Salmon_River_Summer_DST,Borough_Created,Government_Council_Chair,South_Of_Salmon_River,Area_State_Capital_And_Consolidated_City_County,Area_Density,Highest_Elevation_SW_Galena_Twp,North_Of_Salmon_River,Government_Alaska_Senate,Chartered,State_Highways,Largest_Place,Dimensions_Length,English,Primary_Summer_DST,Western_Part_Of_County,ZIP_Code_Format,Government_Treasurer
Illinois,Lee County,36031,36038,35983,35609.0,35216.0,35121.0,34910.0,34521.0,34494.0,34540.0,34296.0,34096,1880.0,49/sq mi (19/km2),"https://en.wikipedia.org/wiki/Lee_County,_Illinois",96217,41°45′N 89°18′W / 41.75°N 89.3°W,,,,,"February 27, 1839",Dixon,www.leecountyil.com,,,Henry Lee III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Livingston County,38950,38945,38854,38805.0,38511.0,37394.0,37036.0,36605.0,36107.0,36124.0,35714.0,35648,2700.0,37/sq mi (14/km2),"https://en.wikipedia.org/wiki/Livingston_County,_Illinois",96216,40°53′N 88°34′W / 40.89°N 88.56°W,,,,,1837,Pontiac,www.livingstoncounty-il.org/wordpress/,,,Edward Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Logan County,30305,30305,30283,30270.0,30358.0,29826.0,29660.0,29284.0,29166.0,29034.0,28912.0,28618,1600.0,49/sq mi (19/km2),"https://en.wikipedia.org/wiki/Logan_County,_Illinois",96214,40°08′N 89°22′W / 40.13°N 89.36°W,,,,,"February 15, 1839",Lincoln,www.co.logan.il.us,,,John A. Logan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,McDonough County,32612,32616,32634,32521.0,32558.0,32253.0,31799.0,31449.0,30907.0,30373.0,29984.0,29682,1530.0,55/sq mi (21/km2),"https://en.wikipedia.org/wiki/McDonough_County,_Illinois",96201,40°28′N 90°41′W / 40.46°N 90.68°W,,,,,1826,Macomb,mcg.mcdonough.il.us,,,Thomas Macdonough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,McHenry County,308760,308882,309112,308504.0,308230.0,307605.0,307404.0,307572.0,307159.0,307815.0,308251.0,307774,1560.0,510/sq mi (200/km2),"https://en.wikipedia.org/wiki/McHenry_County,_Illinois",96200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,McLean County,169572,169577,169810,170909.0,172721.0,175037.0,174105.0,173141.0,173070.0,172754.0,172410.0,171517,3060.0,140/sq mi (55/km2),"https://en.wikipedia.org/wiki/McLean_County,_Illinois",96198,40°29′N 88°51′W / 40.49°N 88.85°W,,,,,"December 25, 1830",Bloomington,www.mcleancountyil.gov,"13th, 18th",,John McLean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Macon County,110768,110777,110787,110684.0,110134.0,109561.0,108515.0,107343.0,106383.0,105399.0,104504.0,104009,1500.0,190/sq mi (73/km2),"https://en.wikipedia.org/wiki/Macon_County,_Illinois",96211,39°52′N 88°58′W / 39.86°N 88.96°W,,,,,19 January 1829,Decatur,www.co.macon.il.us,,,Nathaniel Macon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Macoupin County,47765,47763,47797,47739.0,47054.0,46680.0,46208.0,45876.0,45691.0,45505.0,45318.0,44926,2240.0,55/sq mi (21/km2),"https://en.wikipedia.org/wiki/Macoupin_County,_Illinois",96210,39°16′N 89°55′W / 39.26°N 89.92°W,,,,,1829,Carlinville,www.macoupincountyil.gov,,,Macoupin Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Madison County,269282,269298,269310,268636.0,268072.0,267268.0,266566.0,265996.0,265641.0,265251.0,264026.0,262966,1850.0,360/sq mi (140/km2),"https://en.wikipedia.org/wiki/Madison_County,_Illinois",96208,38°50′N 89°55′W / 38.83°N 89.91°W,,,,,"September 14, 1812",Edwardsville,www.co.madison.il.us,"12th, 13th, 15th",,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Marion County,39437,39437,39416,39141.0,39008.0,38669.0,38555.0,38359.0,38045.0,37726.0,37381.0,37205,1480.0,68/sq mi (26/km2),"https://en.wikipedia.org/wiki/Marion_County,_Illinois",96206,38°39′N 88°55′W / 38.65°N 88.92°W,,,,,1823,Salem,,,,Francis Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Marshall County,12640,12646,12637,12487.0,12259.0,12128.0,11966.0,11925.0,11881.0,11668.0,11483.0,11438,1000.0,32/sq mi (12/km2),"https://en.wikipedia.org/wiki/Marshall_County,_Illinois",96204,41°02′N 89°20′W / 41.03°N 89.34°W,,,,,"January 19, 1839",Lacon,www.marshallcountyillinois.com,,,John Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Mason County,14666,14666,14651,14471.0,14322.0,14144.0,14103.0,13863.0,13675.0,13677.0,13533.0,13359,1400.0,26/sq mi (10/km2),"https://en.wikipedia.org/wiki/Mason_County,_Illinois",96203,40°14′N 89°55′W / 40.24°N 89.91°W,,,,,1841,Havana,www.masoncountyil.org,,,George Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Massac County,15429,15431,15380,15281.0,15066.0,14847.0,14756.0,14567.0,14440.0,14291.0,14023.0,13772,610.0,64/sq mi (25/km2),"https://en.wikipedia.org/wiki/Massac_County,_Illinois",96202,37°13′N 88°43′W / 37.22°N 88.71°W,,,,,"February 8, 1843",Metropolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Menard County,12705,12705,12696,12698.0,12691.0,12572.0,12508.0,12356.0,12398.0,12293.0,12289.0,12196,810.0,40/sq mi (20/km2),"https://en.wikipedia.org/wiki/Menard_County,_Illinois",96197,40°02′N 89°48′W / 40.03°N 89.8°W,,,,,1839,Petersburg,www.menardcountyil.com,,,Pierre Menard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Mercer County,16434,16434,16409,16316.0,16163.0,16075.0,15901.0,15746.0,15602.0,15608.0,15551.0,15437,1450.0,29/sq mi (11/km2),"https://en.wikipedia.org/wiki/Mercer_County,_Illinois",96195,41°12′N 90°44′W / 41.2°N 90.74°W,,,,,"January 13, 1825",Aledo,www.mercercountyil.org,,,Hugh Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Monroe County,32957,32949,32994,33214.0,33260.0,33457.0,33540.0,33739.0,33913.0,34179.0,34373.0,34637,1000.0,83/sq mi (32/km2),"https://en.wikipedia.org/wiki/Monroe_County,_Illinois",96194,38°17′N 90°11′W / 38.28°N 90.18°W,,,,,1816,Waterloo,www.monroecountyil.org,,,James Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Montgomery County,30104,30105,30097,29864.0,29616.0,29362.0,29449.0,29192.0,29061.0,28781.0,28691.0,28414,1820.0,42/sq mi (16/km2),"https://en.wikipedia.org/wiki/Montgomery_County,_Illinois",57954,39°14′N 89°29′W / 39.23°N 89.48°W,,,,,1821,Hillsboro,www.montgomeryco.com,,,Richard Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Morgan County,35547,35545,35503,35481.0,35317.0,35000.0,34673.0,34673.0,34632.0,34245.0,34027.0,33658,1470.0,62/sq mi (24/km2),"https://en.wikipedia.org/wiki/Morgan_County,_Illinois",96192,39°43′N 90°12′W / 39.71°N 90.2°W,,,,,1823,Jacksonville,,,,Daniel Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Moultrie County,14846,14852,14859,14856.0,14874.0,14796.0,14751.0,14743.0,14610.0,14701.0,14648.0,14501,870.0,43/sq mi (17/km2),"https://en.wikipedia.org/wiki/Moultrie_County,_Illinois",96191,39°38′N 88°37′W / 39.64°N 88.62°W,,,,,1843,Sullivan,www.moultriecountyil.com,,,William Moultrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Ogle County,53497,53490,53414,53064.0,52776.0,52266.0,51931.0,51559.0,51148.0,50993.0,50781.0,50643,1970.0,70/sq mi (27/km2),"https://en.wikipedia.org/wiki/Ogle_County,_Illinois",96190,42°02′N 89°19′W / 42.04°N 89.32°W,,,,,"January 16, 1836",Oregon,www.oglecounty.org,,,Joseph Ogle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Peoria County,186494,186496,186222,186754.0,187317.0,188643.0,187512.0,186481.0,185043.0,182525.0,180620.0,179179,1600.0,300/sq mi (110/km2),"https://en.wikipedia.org/wiki/Peoria_County,_Illinois",96188,40°47′N 89°46′W / 40.79°N 89.76°W,,,,,1825,Peoria,www.co.peoria.il.us,"17th, 18th",,Peoria tribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Perry County,22350,22346,22315,22263.0,21846.0,21714.0,21541.0,21521.0,21391.0,21281.0,21144.0,20916,1140.0,50/sq mi (19/km2),"https://en.wikipedia.org/wiki/Perry_County,_Illinois",96187,38°05′N 89°22′W / 38.09°N 89.37°W,,,,,1827,Pinckneyville,www.perrycountyil.org,,,Oliver Hazard Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Piatt County,16729,16725,16709,16679.0,16501.0,16429.0,16409.0,16350.0,16524.0,16422.0,16366.0,16344,1140.0,38/sq mi (15/km2),"https://en.wikipedia.org/wiki/Piatt_County,_Illinois",96186,40°01′N 88°35′W / 40.01°N 88.59°W,,,,,1841,Monticello,www.piattcounty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Pike County,16430,16430,16394,16348.0,16234.0,16071.0,15956.0,15795.0,15742.0,15668.0,15595.0,15561,2150.0,19/sq mi (7.5/km2),"https://en.wikipedia.org/wiki/Pike_County,_Illinois",96184,39°37′N 90°53′W / 39.62°N 90.89°W,,,,,"January 31, 1821",Pittsfield,www.pikecountyil.org,,,Zebulon Pike,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Pope County,4470,4474,4474,4498.0,4459.0,4457.0,4375.0,4291.0,4182.0,4183.0,4184.0,4177,960.0,12/sq mi (4.6/km2),"https://en.wikipedia.org/wiki/Pope_County,_Illinois",96182,37°25′N 88°34′W / 37.41°N 88.57°W,,,,,1816,Golconda,www.popeco.net,,,Nathaniel Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Pulaski County,6161,6161,6126,5986.0,5962.0,5893.0,5797.0,5657.0,5604.0,5520.0,5434.0,5335,520.0,30/sq mi (12/km2),"https://en.wikipedia.org/wiki/Pulaski_County,_Illinois",96181,37°14′N 89°08′W / 37.23°N 89.13°W,,,,,1843,Mound City,www.pulaskicountyil.net,,,Casimir Pulaski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Putnam County,6006,6006,6012,5976.0,5910.0,5855.0,5832.0,5727.0,5710.0,5694.0,5736.0,5739,400.0,35/sq mi (13/km2),"https://en.wikipedia.org/wiki/Putnam_County,_Illinois",57232,41°12′N 89°17′W / 41.2°N 89.28°W,,,,,1825,Hennepin,www.co.putnam.il.us,,,Israel Putnam,,,,,,,,Granville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Randolph County,33476,33480,33464,33425.0,33075.0,33175.0,33138.0,32806.0,32414.0,32297.0,32177.0,31782,1490.0,56/sq mi (22/km2),"https://en.wikipedia.org/wiki/Randolph_County,_Illinois",96177,38°03′N 89°49′W / 38.05°N 89.82°W,,,,,1795,Chester,am.randolphco.org,,,Edmund Randolph,,,,,,,,,,,,,,Where Illinois Began,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Richland County,16233,16233,16194,16190.0,16134.0,16008.0,16020.0,15957.0,15829.0,15837.0,15695.0,15513,920.0,45/sq mi (17/km2),"https://en.wikipedia.org/wiki/Richland_County,_Illinois",96176,38°43′N 88°05′W / 38.71°N 88.09°W,,,,,"February 24, 1841",Olney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Rock Island County,147546,147541,147610,147457.0,147672.0,147650.0,147035.0,146094.0,144943.0,143828.0,142621.0,141879,1110.0,330/sq mi (130/km2),"https://en.wikipedia.org/wiki/Rock_Island_County,_Illinois",96175,41°28′N 90°34′W / 41.47°N 90.57°W,,,,,1831,Rock Island,www.co.rock-island.il.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,St. Clair County,270056,270078,270353,270048.0,268673.0,266831.0,265941.0,264858.0,263187.0,262600.0,261360.0,259686,1700.0,400/sq mi (150/km2),"https://en.wikipedia.org/wiki/St._Clair_County,_Illinois",96168,38°28′N 89°56′W / 38.47°N 89.93°W,,,,,1790,Belleville,www.co.st-clair.il.us,,,Arthur St. Clair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Saline County,24913,24915,24902,24907.0,24914.0,24803.0,24496.0,24495.0,24230.0,23963.0,23789.0,23491,1000.0,64/sq mi (25/km2),"https://en.wikipedia.org/wiki/Saline_County,_Illinois",96174,37°45′N 88°32′W / 37.75°N 88.54°W,,,,,1847,Harrisburg,www.salinecounty.illinois.gov,,,Saline River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Sangamon County,197465,197465,197769,199038.0,199404.0,199141.0,199184.0,198898.0,198026.0,197072.0,195639.0,194672,2250.0,230/sq mi (87/km2),"https://en.wikipedia.org/wiki/Sangamon_County,_Illinois",96173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Schuyler County,7544,7544,7535,7464.0,7456.0,7392.0,7261.0,7151.0,7030.0,6948.0,6870.0,6768,1130.0,17/sq mi (6.6/km2),"https://en.wikipedia.org/wiki/Schuyler_County,_Illinois",96172,40°10′N 90°37′W / 40.16°N 90.61°W,,,,,1825,Rushville,www.schuylercountyillinois.com,,,Philip Schuyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
